ID,gen
gene-KPHS_44480,16S rRNA (uracil(1498)-N(3))-methyltransferase
gene-KPHS_44490,glutathione synthetase
gene-KPHS_44500,YqgE/AlgH family protein
gene-KPHS_44510,Holliday junction resolvase-like protein
gene-KPHS_44520,DNA-binding transcriptional regulator CsgD
gene-KPHS_44530,hypothetical protein
gene-KPHS_44540,type IV pilus twitching motility protein PilT
gene-KPHS_44550,PLP-binding domain-containing protein
gene-KPHS_44560,YggT family protein
gene-KPHS_44570,YggU family protein
gene-KPHS_44580,putative deoxyribonucleotide triphosphate pyrophosphatase
gene-KPHS_44590,coproporphyrinogen III oxidase
gene-KPHS_44600,DUF2884 domain-containing protein
gene-KPHS_44610,YggL family protein
gene-KPHS_44620,tRNA (guanine-N(7))-methyltransferase
gene-KPHS_44630,adenine DNA glycosylase
gene-KPHS_44640,oxidative damage protection protein
gene-KPHS_44660,hypothetical protein
gene-KPHS_44650,murein transglycosylase C
gene-KPHS_44670,nucleoside permease NupG
gene-KPHS_44680,ornithine decarboxylase
gene-KPHS_44690,putative transport protein
gene-KPHS_44700,Phage integrase
gene-KPHS_44710,TraI domain-containing protein
gene-KPHS_44720,antirestriction protein
gene-KPHS_44730,DUF3085 domain-containing protein
gene-KPHS_44740,hypothetical protein
gene-KPHS_44750,antirestriction protein
gene-KPHS_44760,hypothetical protein
gene-KPHS_44770,hypothetical protein
gene-KPHS_44780,DNA-binding prophage protein
gene-KPHS_44790,hypothetical protein
gene-KPHS_44800,helix-turn-helix transcriptional regulator
gene-KPHS_44810,transcriptional regulator Nlp
gene-KPHS_44820,transposase InsC for insertion sequence IS903
gene-KPHS_44830,cold shock protein
gbkey=CDS,locus_tag=KPHS_44840
gene-KPHS_44850,transcriptional regulator Nlp
gene-KPHS_44860,hypothetical protein
gene-KPHS_44870,conjugal transfer protein TraG N-terminal domain-containing protein
gene-KPHS_44880,hypothetical protein
gene-KPHS_44890,integrating conjugative element protein
gene-KPHS_44900,TIGR03756 family integrating conjugative element protein
gene-KPHS_44910,TIGR03757 family integrating conjugative element protein
gene-KPHS_44920,hypothetical protein
gene-KPHS_44930,hypothetical protein
gene-KPHS_44940,type I toxin-antitoxin system SymE family toxin
gene-KPHS_44950,hypothetical protein
gene-KPHS_44960,hypothetical protein
gene-KPHS_44970,hypothetical protein
gene-KPHS_44980,hypothetical protein
gene-KPHS_44990,hypothetical protein
gene-KPHS_45000,conjugative transfer ATPase
gene-KPHS_45010,TIGR03751 family conjugal transfer lipoprotein
gene-KPHS_45020,TIGR03752 family integrating conjugative element protein
gene-KPHS_45030,TIGR03749 family integrating conjugative element protein
gene-KPHS_45040,TIGR03746 family integrating conjugative element protein
gene-KPHS_45050,TIGR03750 family conjugal transfer protein
gene-KPHS_45070,TIGR03745 family integrating conjugative element membrane protein
gene-KPHS_45060,TIGR03758 family integrating conjugative element protein
gene-KPHS_45080,hypothetical protein
gene-KPHS_45090,hypothetical protein
gene-KPHS_45100,hypothetical protein
gene-KPHS_45110,TIGR03747 family integrating conjugative element membrane protein
gene-KPHS_45120,hypothetical protein
gene-KPHS_45130,TraG-family protein
gene-KPHS_45140,integrating conjugative element protein
gene-KPHS_45150,transglycosylase SLT domain-containing protein
gene-KPHS_45160,TIGR03759 family integrating conjugative element protein
gene-KPHS_45170,hypothetical protein
gene-KPHS_45180,type IV B pilus protein
gene-KPHS_45190,DUF3577 domain-containing protein
gene-KPHS_45200,hypothetical protein
gene-KPHS_45210,TIGR03761 family integrating conjugative element protein
gene-KPHS_45220,hypothetical protein
gene-KPHS_45230,nucleotidyl transferase AbiEii/AbiGii toxin family protein
gene-KPHS_45240,hypothetical protein
gene-KPHS_45250,WG repeat-containing protein
gene-KPHS_45260,hypothetical protein
gene-KPHS_45270,helix-turn-helix domain-containing protein
gene-KPHS_45280,DUF2857 domain-containing protein
gene-KPHS_45290,transcriptional regulator
gene-KPHS_45300,replicative DNA helicase
gene-KPHS_45310,chromosome partitioning ATPase
gene-KPHS_45320,transposase
gene-KPHS_45330,hypothetical protein
gene-KPHS_45340,GNAT family N-acetyltransferase
gene-KPHS_45350,putative CopG family helix-turn-helix protein
gene-KPHS_45360,cystathionine-beta-synthase
gene-KPHS_45370,cystathionine-gamma-lyase
gene-KPHS_45380,LysR family transcriptional regulator
gene-KPHS_45390,short chain dehydrogenase
gene-KPHS_45400,hypothetical protein
gene-KPHS_45410,hypothetical protein
gene-KPHS_45420,putative aminotransferase
gene-KPHS_45430,bifunctional glutathionylspermidine amidase/glutathionylspermidine synthetase
gene-KPHS_45440,hypothetical protein
gene-KPHS_45450,thioredoxin domain-containing protein
gene-KPHS_45460,putative S-transferase
gene-KPHS_45470,DUF2623 domain-containing protein
gene-KPHS_45480,dienelactone hydrolase family protein
gene-KPHS_45490,TIGR00645 family protein
gene-KPHS_45500,putative glycoside hydrolase
gene-KPHS_45510,putative permease of the Na+:galactoside symporter family
gene-KPHS_45520,biopolymer transport protein ExbD
gene-KPHS_45530,TonB-system energizer ExbB
gene-KPHS_45540,hypothetical protein
gene-KPHS_45550,cystathionine beta-lyase
gene-KPHS_45560,DedA family protein
gene-KPHS_45570,AraC family transcriptional regulator
gene-KPHS_45580,putative alcohol dehydrogenase
gene-KPHS_45590,2%2C5-diketo-D-gluconate reductase A
gene-KPHS_45600,GNAT family N-acetyltransferase
gene-KPHS_45610,radical SAM domain-containing protein
gene-KPHS_45620,repressor protein for FtsI
gene-KPHS_45630,1-acyl-sn-glycerol-3-phosphate acyltransferase
gene-KPHS_45640,DNA topoisomerase IV subunit A
gene-KPHS_45650,AraC family transcriptional regulator
gene-KPHS_45660,YgiW/YdeI family stress tolerance OB fold protein
gene-KPHS_45670,putative 2-component transcriptional regulator
gene-KPHS_45680,integral membrane sensor signal transduction histidine kinase
gene-KPHS_45690,modulator of drug activity B
gene-KPHS_45700,antibiotic biosynthesis monooxygenase
gene-KPHS_45710,DNA topoisomerase IV subunit B
gene-KPHS_45720,esterase YqiA
gene-KPHS_45730,cyclic 3'%2C5'-adenosine monophosphate phosphodiesterase
gene-KPHS_45740,DUF1249 family protein
gene-KPHS_45750,adenosine diphosphate sugar pyrophosphatase
gene-KPHS_45760,outer membrane channel protein
gene-KPHS_45770,DUF1190 family protein
gene-KPHS_45780,putative glutathione-like synthetase
gene-KPHS_45790,putative enzyme with dioxygenase domain
gene-KPHS_45800,Zinc transporter zupT
gene-KPHS_45810,3%2C4-dihydroxy-2-butanone 4-phosphate synthase
gene-KPHS_45820,accessory factor UbiK family protein
gene-KPHS_45830,glycogen synthesis protein
gene-KPHS_45840,hypothetical protein
gene-KPHS_45850,bifunctional heptose 7-phosphate kinase/heptose 1-phosphate adenyltransferase
gene-KPHS_45860,bifunctional glutamine-synthetase adenylyltransferase/deadenyltransferase
gene-KPHS_45870,inorganic triphosphatase
gene-KPHS_45880,putative signal transduction protein
gene-KPHS_45890,tRNA nucleotidyl transferase
gene-KPHS_45900,undecaprenyl pyrophosphate phosphatase
gene-KPHS_45910,dihydroneopterin aldolase
gene-KPHS_45920,glycerol-3-phosphate 1-O-acyltransferase PlsY
gene-KPHS_45930,hypothetical protein
gene-KPHS_45940,short-chain dehydrogenase
gene-KPHS_45950,urease accessory protein UreD
gene-KPHS_45960,urease subunit gamma
gene-KPHS_45970,urease subunit beta
gene-KPHS_45980,urease subunit alpha
gene-KPHS_45990,urease accessory protein
gene-KPHS_46000,urease accessory protein UreF
gene-KPHS_46010,urease accessory protein UreG
gene-KPHS_46020,permease%2C cytosine/purine%2C uracil%2C thiamine%2C allantoin family
gene-KPHS_46030,O-sialoglycoprotein endopeptidase
gene-KPHS_46040,30S ribosomal protein S21
gene-KPHS_46050,DNA primase
gene-KPHS_46060,RNA polymerase sigma factor RpoD
gene-KPHS_46070,G/U mismatch-specific DNA glycosylase
gene-KPHS_46080,hypothetical protein
gene-KPHS_46090,hypothetical protein
gene-KPHS_46100,DNA-binding transcriptional activator EvgA
gene-KPHS_46110,putative sensor protein EvgS1
gene-KPHS_46120,YfdX like protein
gene-KPHS_46130,HdeD family acid-resistance protein
gene-KPHS_46140,acid-activated periplasmic chaperone HdeB
gene-KPHS_46150,putative major Intrinsic protein channel%2C glycerol diffusion
gene-KPHS_46160,glycerol dehyrdratase activator
gene-KPHS_46170,glycerol dehydratase small subunit
gene-KPHS_46180,glycerol dehydratase
gene-KPHS_46190,glycerol dehydratase
gene-KPHS_46200,DhaG protein
gene-KPHS_46210,1%2C3-propanediol oxidoreductase
gene-KPHS_46220,glycerol dehydratase-reactivation factor
gene-KPHS_46230,cob(I)yrinic acid a%2Cc-diamide adenosyltransferase
gene-KPHS_46240,glycerol metabolism operon regulatory protein
gene-KPHS_46250,putative glycerol dehydrogenase
gene-KPHS_46260,hypothetical protein
gene-KPHS_46270,dihydroxyacetone kinase subunit DhaK
gene-KPHS_46280,dihydroxyacetone kinase ADP-binding subunit
gene-KPHS_46290,dihydroxyacetone kinase subunit DhaM
gene-KPHS_46300,putative dihydroxyacetone kinase
gene-KPHS_46310,putative enzyme%2C ferredoxin reductase-like%2C FAD-linked%2C NADP-linked
gene-KPHS_46320,hypothetical protein
gene-KPHS_46330,PadR family transcriptional regulator
gene-KPHS_46340,putrescine aminotransferase
gene-KPHS_46350,lsrG protein
gene-KPHS_46360,aldolase
gene-KPHS_46370,autoinducer-2 ABC superfamily ATP binding cassette transporter%2C binding protein
gene-KPHS_46380,putative transport system permease component
gene-KPHS_46390,putative ABC transporter permease
gene-KPHS_46400,ATPase
gene-KPHS_46410,putative SorC-family transcriptional regulator
gene-KPHS_46420,putative kinase
gene-KPHS_46430,2%2C4-dienoyl-CoA reductase
gene-KPHS_46440,23S rRNA (guanine(1835)-N(2))-methyltransferase RlmG
gene-KPHS_46450,B3/4 domain-containing protein
gene-KPHS_46460,helix-turn-helix motif-containing protein
gene-KPHS_46470,M48 family metallopeptidase
gene-KPHS_46480,putative NAD(P)-binding dehydrogenase
gene-KPHS_46490,putative transmembrane protein
gene-KPHS_46500,serine/threonine transporter SstT
gene-KPHS_46510,YgjV family protein
gene-KPHS_46520,altronate hydrolase
gene-KPHS_46530,uronate isomerase
gene-KPHS_46540,major facilitator superfamily hexuronate transport protein
gene-KPHS_46550,DNA-binding transcriptional repressor ExuR
gene-KPHS_46560,DedA family protein
gene-KPHS_46570,EnvZ/OmpR regulon moderator MzrA
gene-KPHS_46580,DUF1090 domain-containing protein
gene-KPHS_46590,DUF883 domain-containing protein
gene-KPHS_46600,phage holin family protein
gene-KPHS_46610,YqjK-like family protein
gene-KPHS_46620,DoxX family protein
gene-KPHS_46630,S-transferase domain-containing protein
gene-KPHS_46640,putative cytochrome
gene-KPHS_46650,LysR family transcriptional regulator
gene-KPHS_46660,pirin family protein
gene-KPHS_46670,hypothetical protein
gene-KPHS_46680,Spy/CpxP family protein refolding chaperone
gene-KPHS_46690,hypothetical protein
gene-KPHS_46700,OB-fold putative lipoprotein
gene-KPHS_46710,glycerate kinase
gene-KPHS_46720,tartronate semialdehyde reductase
gene-KPHS_46730,alpha-dehydro-beta-deoxy-D-glucarate aldolase
gene-KPHS_46740,putative transport protein
gene-KPHS_46750,hypothetical protein
gene-KPHS_46760,(D)-galactarate dehydrogenase
gene-KPHS_46770,putative kinase
gene-KPHS_46780,putative DEOR-type transcriptional regulator
gene-KPHS_46790,hypothetical protein
gene-KPHS_46800,tagatose-bisphosphate aldolase
gene-KPHS_46810,6-phosphofructokinase
gene-KPHS_46820,PTS family enzyme IIB'BC%2C fructose-specific
gene-KPHS_46830,PTS family enzyme IIA/FPr
gene-KPHS_46840,putative tagatose 6-phosphate kinase 1
gene-KPHS_46850,galactitol-specific PTS system component IIA
gene-KPHS_46860,galactitol-specific PTS system component IIB
gene-KPHS_46870,PTS system galactitol-specific transporter subunit IIC
gene-KPHS_46880,galactitol-1-phosphate dehydrogenase
gene-KPHS_46890,putative DEOR-type transcriptional regulator
gene-KPHS_46900,Fic family protein
gene-KPHS_46910,methyltransferase domain-containing protein
gene-KPHS_46920,penicillin-binding protein activator
gene-KPHS_46930,YraN family protein
gene-KPHS_46940,putative phosphoheptose isomerase
gene-KPHS_46950,divisome-associated lipoprotein YraP
gene-KPHS_46960,permease
gene-KPHS_46970,putative NADH dehydrogenase
gene-KPHS_46980,putative intracellular proteinase
gene-KPHS_46990,YhbP family protein
gene-KPHS_47000,GIY-YIG nuclease family protein
gene-KPHS_47010,N-acetyltransferase
gene-KPHS_47020,SCP2 domain-containing protein
gene-KPHS_47030,peptidase%2C U32 family
gene-KPHS_47040,putative protease
gene-KPHS_47050,LLM class flavin-dependent oxidoreductase
gene-KPHS_47060,tryptophan permease
gene-KPHS_47070,ATP-dependent RNA helicase DeaD
gene-KPHS_47080,lipoprotein NlpI
gene-KPHS_47090,polynucleotide phosphorylase/polyadenylase
gene-KPHS_47100,hypothetical protein
gene-KPHS_47110,30S ribosomal protein S15
gene-KPHS_47120,tRNA pseudouridine synthase B
gene-KPHS_47130,ribosome-binding factor A
gene-KPHS_47140,translation initiation factor IF-2
gene-KPHS_47150,transcription elongation factor NusA
gene-KPHS_47170,ribosome assembly cofactor RimP
gene-KPHS_47160,hypothetical protein
gene-KPHS_47180,hypothetical protein
gene-KPHS_47190,argininosuccinate synthase
gene-KPHS_47200,winged helix-turn-helix transcriptional regulator
gene-KPHS_47210,hypothetical protein
gene-KPHS_47220,hypothetical protein
gene-KPHS_47230,hypothetical protein
gene-KPHS_47240,preprotein translocase subunit SecG
gene-KPHS_47250,phosphoglucosamine mutase
gene-KPHS_47260,dihydropteroate synthase
gene-KPHS_47270,ATP-dependent metallopeptidase HflB
gene-KPHS_47280,23S rRNA methyltransferase J
gene-KPHS_47290,ribosome assembly RNA-binding protein YhbY
gene-KPHS_47300,transcription elongation factor GreA
gene-KPHS_47310,D-alanyl-D-alanine carboxypeptidase
gene-KPHS_47320,GTPase ObgE
gene-KPHS_47330,DMT family transporter
gene-KPHS_47340,50S ribosomal protein L27
gene-KPHS_47350,hypothetical protein
gene-KPHS_47360,octaprenyl-diphosphate synthase
gene-KPHS_47370,maltose metabolism regulator
gene-KPHS_47380,UDP-N-acetylglucosamine 1-carboxyvinyltransferase
gene-KPHS_47390,BolA family transcriptional regulator
gene-KPHS_47400,lipid asymmetry maintenance protein MlaB
gene-KPHS_47410,toluene tolerance protein Ttg2D
gene-KPHS_47420,ABC transporter substrate-binding protein
gene-KPHS_47430,ABC transporter membrane protein
gene-KPHS_47440,putative ABC transporter ATP-binding protein YrbF
gene-KPHS_47450,calcium/sodium antiporter
gene-KPHS_47460,D-arabinose 5-phosphate isomerase
gene-KPHS_47470,3-deoxy-D-manno-octulosonate 8-phosphate phosphatase
gene-KPHS_47480,LPS export ABC transporter periplasmic protein LptC
gene-KPHS_47490,lipopolysaccharide ABC transporter substrate-binding protein LptA
gene-KPHS_47500,putative ABC transporter ATP-binding protein YhbG
gene-KPHS_47510,DNA-directed RNA polymerase subunit N
gene-KPHS_47520,putative sigma(54) modulation protein
gene-KPHS_47530,sugar-specific enzyme IIA component of PTS
gene-KPHS_47540,RNase adapter RapZ
gene-KPHS_47550,phosphohistidinoprotein-hexose phosphotransferase component of N-regulated PTS system (Npr)
gene-KPHS_47560,monofunctional biosynthetic peptidoglycan transglycosylase
gene-KPHS_47570,sigma cross-reacting protein 27A
gene-KPHS_47580,aerobic respiration control sensor protein ArcB
gene-KPHS_47590,mannonate dehydratase
gene-KPHS_47600,hypothetical protein
gene-KPHS_47610,putative dehydrogenase%2C NAD(P)-binding%2C starvation-sensing protein
gene-KPHS_47620,putative transport protein
gene-KPHS_47630,TIGR01212 family radical SAM protein
gene-KPHS_47640,glutamate synthase large subunit
gene-KPHS_47650,glutamate synthase small subunit
gene-KPHS_47660,N-acetylmannosamine-6-phosphate 2-epimerase
gene-KPHS_47670,ClpXP protease specificity-enhancing factor
gene-KPHS_47680,stringent starvation protein A
gene-KPHS_47690,30S ribosomal protein S9
gene-KPHS_47700,50S ribosomal protein L13
gene-KPHS_47710,putative ATPase
gene-KPHS_47720,cytochrome d ubiquinol oxidase subunit III
gene-KPHS_47730,serine endoprotease
gene-KPHS_47740,serine endoprotease
gene-KPHS_47750,malate dehydrogenase
gene-KPHS_47760,arginine repressor
gene-KPHS_47770,peroxide/acid stress response protein YhcN
gene-KPHS_47780,YcfR family protein
gene-KPHS_47790,barstar family protein
gene-KPHS_47800,p-hydroxybenzoic acid efflux subunit AaeB
gene-KPHS_47810,putative membrane located multidrug resistance protein
gene-KPHS_47820,AaeX family protein
gene-KPHS_47830,putative LysR-family transcriptional regulator
gene-KPHS_47840,protease TldD
gene-KPHS_47850,AsmA2 domain-containing protein
gene-KPHS_47860,ribonuclease G
gene-KPHS_47870,Maf-like protein
gene-KPHS_47880,rod shape-determining protein MreD
gene-KPHS_47890,cell wall structural complex MreBCD transmembrane component MreC
gene-KPHS_47900,regulator of ftsI%2C penicillin binding protein 3%2C septation function
gene-KPHS_47910,RNase E specificity factor CsrD
gene-KPHS_47920,hypothetical protein
gene-KPHS_47930,putative sulfite oxidase subunit YedY
gene-KPHS_47940,protein-methionine-sulfoxide reductase heme-binding subunit MsrQ
gene-KPHS_47950,type II 3-dehydroquinate dehydratase
gene-KPHS_47960,acetyl-CoA carboxylase
gene-KPHS_47970,acetyl-CoA carboxylase biotin carboxylase subunit
gene-KPHS_47980,YhdT family protein
gene-KPHS_47990,sodium/panthothenate symporter
gene-KPHS_48000,50S ribosomal protein L11 methyltransferase
gene-KPHS_48010,FMN-linked protein
gene-KPHS_48020,DNA-binding protein Fis
gene-KPHS_48030,hypothetical protein
gene-KPHS_48040,putative phage terminase%2C large subunit
gene-KPHS_48050,phage terminase small subunit
gene-KPHS_48060,hypothetical protein
gene-KPHS_48070,putative prophage holin
gene-KPHS_48080,phage QLRG family%2C putative DNA packaging
gene-KPHS_48090,putative phage head-tail adaptor
gene-KPHS_48100,phage portal protein%2C HK97 family
gene-KPHS_48110,phage prohead protease%2C HK97 family
gene-KPHS_48120,phage major capsid protein%2C HK97 family
gene-KPHS_48130,hypothetical protein
gene-KPHS_48140,hypothetical protein
gene-KPHS_48150,putative prophage protein
gene-KPHS_48160,hypothetical protein
gene-KPHS_48170,hypothetical protein
gene-KPHS_48180,hypothetical protein
gene-KPHS_48190,hypothetical protein
gene-KPHS_48200,host cell division inhibitor Icd-like protein
gene-KPHS_48210,Roi protein
gene-KPHS_48220,phage transcriptional regulator AlpA
gene-KPHS_48230,hypothetical protein
gene-KPHS_48240,integrase family protein
gene-KPHS_48250,DNA-binding transcriptional regulator EnvR
gene-KPHS_48260,transmembrane protein
gene-KPHS_48270,inner membrane multidrug efflux protein BpeB
gene-KPHS_48280,membrane protein
gene-KPHS_48290,transferase
gene-KPHS_48300,DUF1488 domain-containing protein
gene-KPHS_48310,shikimate 5-dehydrogenase
gene-KPHS_48320,putative RNA-binding protein with unique protein fold
gene-KPHS_48330,putative DNA topoisomerase
gene-KPHS_48340,DUF494 domain-containing protein
gene-KPHS_48350,putative competence protein
gene-KPHS_48360,peptide deformylase
gene-KPHS_48370,methionyl-tRNA formyltransferase
gene-KPHS_48380,RNA methyltransferase Sun
gene-KPHS_48390,potassium transporter peripheral membrane protein
gene-KPHS_48400,large-conductance mechanosensitive channel
gene-KPHS_48410,zinc-responsive transcriptional regulator
gene-KPHS_48420,DUF1992 domain-containing protein
gene-KPHS_48430,50S ribosomal protein L17
gene-KPHS_48440,DNA-directed RNA polymerase subunit alpha
gene-KPHS_48450,30S ribosomal protein S4
gene-KPHS_48460,30S ribosomal protein S11
gene-KPHS_48470,30S ribosomal protein S13
gene-KPHS_48480,preprotein translocase subunit SecY
gene-KPHS_48490,50S ribosomal protein L15
gene-KPHS_48500,50S ribosomal protein L30
gene-KPHS_48510,30S ribosomal protein S5
gene-KPHS_48520,50S ribosomal protein L18
gene-KPHS_48530,50S ribosomal protein L6
gene-KPHS_48540,30S ribosomal protein S8
gene-KPHS_48550,30S ribosomal protein S14
gene-KPHS_48560,50S ribosomal protein L5
gene-KPHS_48570,50S ribosomal protein L24
gene-KPHS_48580,50S ribosomal protein L14
gene-KPHS_48590,30S ribosomal protein S17
gene-KPHS_48600,50S ribosomal protein L29
gene-KPHS_48610,50S ribosomal protein L16
gene-KPHS_48620,30S ribosomal protein S3
gene-KPHS_48630,50S ribosomal protein L22
gene-KPHS_48640,30S ribosomal protein S19
gene-KPHS_48650,50S ribosomal protein L2
gene-KPHS_48660,50S ribosomal protein L23
gene-KPHS_48670,50S ribosomal protein L4
gene-KPHS_48690,50S ribosomal protein L3
gene-KPHS_48680,hypothetical protein
gene-KPHS_48700,30S ribosomal protein S10
gene-KPHS_48710,leader peptidase HopD
gene-KPHS_48720,bacterioferritin
gene-KPHS_48730,bacterioferritin-associated ferredoxin
gene-KPHS_48740,elongation factor Tu
gene-KPHS_48750,elongation factor G
gene-KPHS_48760,30S ribosomal protein S7
gene-KPHS_48770,30S ribosomal protein S12
gene-KPHS_48780,sulfurtransferase complex subunit TusB
gene-KPHS_48790,sulfurtransferase complex subunit TusC
gene-KPHS_48800,sulfurtransferase complex subunit TusD
gene-KPHS_48810,putative regulator
gene-KPHS_48820,FKBP-type peptidyl-prolyl cis-trans isomerase FkpA
gene-KPHS_48830,protein SlyX
gene-KPHS_48840,FKBP-type peptidyl-prolyl cis-trans isomerase
gene-KPHS_48850,putative cytoplasmic protein
gene-KPHS_48860,glutathione-regulated potassium-efflux system protein
gene-KPHS_48870,glutathione-regulated potassium-efflux system ancillary protein KefG
gene-KPHS_48880,ATPase
gene-KPHS_48890,hypothetical protein
gene-KPHS_48900,putative enzyme with alpha/beta-hydrolase domain
gene-KPHS_48910,YheU family protein
gene-KPHS_48920,phosphoribulokinase
gene-KPHS_48930,OsmC family protein
gene-KPHS_48940,cAMP-regulatory protein
gene-KPHS_48950,putative dienelactone hydrolase
gene-KPHS_48960,bifunctional N-succinyldiaminopimelate- aminotransferase/acetylornithine transaminase protein
gene-KPHS_48970,para-aminobenzoate synthase component II
gene-KPHS_48980,putative adenosine monophosphate-protein transferase Fic
gene-KPHS_48990,YhfG family protein
gene-KPHS_49000,peptidylprolyl isomerase A
gene-KPHS_49010,MFS transporter TsgA
gene-KPHS_49020,putative cytosine deaminase
gene-KPHS_49030,hypothetical protein
gene-KPHS_49040,nitrite reductase large subunit
gene-KPHS_49050,nitrite reductase small subunit
gene-KPHS_49060,siroheme synthase
gene-KPHS_49070,tryptophanyl-tRNA synthetase
gene-KPHS_49080,phosphoglycolate phosphatase
gene-KPHS_49090,ribulose-phosphate 3-epimerase
gene-KPHS_49100,DNA adenine methylase
gene-KPHS_49110,cell division protein DamX
gene-KPHS_49120,3-dehydroquinate synthase
gene-KPHS_49130,shikimate kinase I
gene-KPHS_49140,outer membrane porin
gene-KPHS_49150,hypothetical protein
gene-KPHS_49160,hypothetical protein
gene-KPHS_49170,hypothetical protein
gene-KPHS_49180,peptidoglycan synthetase
gene-KPHS_49190,putative NUDIX hydrolase
gene-KPHS_49200,putative dehydrogenase
gene-KPHS_49210,HAD-superfamily hydrolase
gene-KPHS_49220,ribosome-associated heat shock protein Hsp15
gene-KPHS_49230,Hsp33-like chaperonin
gene-KPHS_49240,hypothetical protein
gene-KPHS_49250,phosphoenolpyruvate carboxykinase
gene-KPHS_49260,osmolarity sensor protein
gene-KPHS_49270,osmolarity response regulator
gene-KPHS_49280,transcription elongation factor GreB
gene-KPHS_49290,RNA-binding transcriptional accessory protein
gene-KPHS_49300,ferrous iron transport protein A
gene-KPHS_49310,ferrous iron transport protein B
gene-KPHS_49320,Putative Ferrous Iron Transport Protein C (Feoc)
gene-KPHS_49330,DUF1471 domain-containing protein
gene-KPHS_49340,biotin biosynthesis%2C reaction prior to pimeloyl CoA
gene-KPHS_49350,putative gluconate transporter periplasmic gluconate-binding protein
gene-KPHS_49360,putative DNA uptake protein
gene-KPHS_49370,GntP family high-affinity gluconate permease
gene-KPHS_49380,4-alpha-glucanotransferase
gene-KPHS_49390,glycogen phosphorylase
gene-KPHS_49400,transcriptional regulator
gene-KPHS_49410,DNA-binding transcriptional repressor GlpR
gene-KPHS_49420,intramembrane serine protease GlpG
gene-KPHS_49430,thiosulfate sulfurtransferase
gene-KPHS_49440,sn-glycerol-3-phosphate dehydrogenase
gene-KPHS_49450,type II toxin-antitoxin system RelE/ParE family toxin
gene-KPHS_49460,glycogen phosphorylase
gene-KPHS_49470,glycogen synthase
gene-KPHS_49480,glucose-1-phosphate adenylyltransferase
gene-KPHS_49490,glycogen debranching protein
gene-KPHS_49500,glycogen branching protein
gene-KPHS_49510,aspartate-semialdehyde dehydrogenase
gene-KPHS_49520,hypothetical protein
gene-KPHS_49530,low-affinity gluconate transporter
gene-KPHS_49540,gluconate kinase
gene-KPHS_49550,gluconate (gnt) operon regulator
gene-KPHS_49560,pirin family protein
gene-KPHS_49570,putative dehydrogenase
gene-KPHS_49580,polymer-forming cytoskeletal protein
gene-KPHS_49590,putative acyltransferase
gene-KPHS_49600,gamma-glutamyltranspeptidase
gene-KPHS_49610,DUF2756 family protein
gene-KPHS_49620,glycerophosphodiester phosphodiesterase
gene-KPHS_49630,glycerol-3-phosphate transporter ATP-binding subunit
gene-KPHS_49640,sn-glycerol 3-phosphate transport membrane component
gene-KPHS_49650,glycerol-3-phosphate transporter permease
gene-KPHS_49660,glycerol-3-phosphate transporter periplasmic binding protein
gene-KPHS_49670,death -on-curing protein of phage P1
gene-KPHS_49680,type II toxin-antitoxin system Phd/YefM family antitoxin
gene-KPHS_49690,branched-chain amino acid transport system ATP-binding protein
gene-KPHS_49700,leucine/isoleucine/valine transporter ATP-binding subunit
gene-KPHS_49710,leucine/isoleucine/valine transporter permease subunit
gene-KPHS_49720,high-affinity branched-chain amino acid transporter membrane component
gene-KPHS_49730,high-affinity branched-chain amino acid ABC transporter substrate-binding protein
gene-KPHS_49740,hypothetical protein
gene-KPHS_49750,hypothetical protein
gene-KPHS_49760,putative acyltransferase
gene-KPHS_49770,high-affinity branched-chain amino acid transporter periplasmic binding component
gene-KPHS_49780,aromatic amino acid transporter
gene-KPHS_49790,4-aminobutyrate aminotransferase
gene-KPHS_49800,GntR family transcriptional regulator
gene-KPHS_49810,RNA polymerase factor sigma-32
gene-KPHS_49820,cell division protein FtsX
gene-KPHS_49830,cell division protein FtsE
gene-KPHS_49840,cell division membrane protein
gene-KPHS_49850,RsmD family RNA methyltransferase
gene-KPHS_49860,DUF1145 family protein
gene-KPHS_49870,putative receptor
gene-KPHS_49880,lysoplasmalogenase
gene-KPHS_49890,heavy-metal transporting ATPase ZntA
gene-KPHS_49900,cell developmental protein SirA
gene-KPHS_49910,7-cyano-7-deazaguanine/7-aminomethyl-7-deazaguanine transporter
gene-KPHS_49920,DcrB family lipoprotein
gene-KPHS_49930,major facilitator family transporter
gene-KPHS_49940,PerM family permease
gene-KPHS_49950,AI-2E family transporter
gene-KPHS_49960,4-amino-4-deoxy-L-arabinose-phosphoundecaprenol flippase subunit ArnF
gene-KPHS_49970,4-amino-4-deoxy-L-arabinose-phosphoundecaprenol flippase subunit ArnE
gene-KPHS_49980,4-amino-4-deoxy-L-arabinose transferase
gene-KPHS_49990,4-deoxy-4-formamido-L-arabinose-phosphoundecaprenol deformylase
gene-KPHS_50000,bifunctional UDP-glucuronic acid decarboxylase/UDP-4-amino-4-deoxy-L-arabinose formyltransferase
gene-KPHS_50010,undecaprenyl phosphate 4-deoxy-4-formamido-L-arabinose transferase
gene-KPHS_50020,putative aminotransferase
gene-KPHS_50030,putative phenolic acid decarboxylase
gene-KPHS_50040,putative LysR-family transcriptional regulator
gene-KPHS_50050,nickel ABC transporter periplasmic substrate-binding protein
gene-KPHS_50060,nickel transporter permease NikB
